# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = posterior_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = posterior_model_4.data.R
# init = 2 (Default)
# random
#   seed = 3046248037
# output
#   file = posterior_model_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,p.1,p.2,p.3,p.4,p.5,p.6,p.7
-172.499,0.849872,0.585542,3,7,0,175.75,0.127008,0.457078,0.154926,0.0917804,0.00176801,0.10943,0.0580098
-172.42,0.959462,0.585542,2,7,0,174.598,0.111159,0.476308,0.141212,0.0990325,0.00567926,0.119648,0.0469616
-173.652,0.941098,0.585542,3,7,0,174.217,0.153254,0.377604,0.172656,0.103706,0.0128864,0.0788359,0.101058
-172.068,0.994108,0.585542,3,7,0,174.338,0.150701,0.404651,0.174181,0.121177,0.00483813,0.0970088,0.0474428
-176.363,0.798041,0.585542,2,7,0,176.888,0.103151,0.511734,0.106331,0.0875896,0.00302206,0.0840369,0.104136
-174.611,1,0.585542,2,3,0,176.558,0.0992664,0.50415,0.122322,0.093121,0.00268227,0.0924076,0.0860498
-172.295,0.991193,0.585542,3,7,0,174.917,0.115394,0.452501,0.164546,0.117937,0.00262983,0.0918384,0.0551542
-173.077,0.957735,0.585542,3,7,0,173.88,0.0952316,0.45117,0.211046,0.103671,0.0121921,0.0862631,0.0404259
-172.77,0.94806,0.585542,3,7,0,174.85,0.169231,0.4095,0.144163,0.107403,0.00330328,0.119031,0.0473688
-173.535,0.875068,0.585542,3,7,0,176.236,0.0857299,0.45558,0.195809,0.0973808,0.0216653,0.0830042,0.060831
-172.377,0.95768,0.585542,3,7,0,175.515,0.162032,0.394192,0.144334,0.115606,0.00615103,0.114383,0.0633023
-174.044,0.857166,0.585542,3,7,0,175.399,0.0752311,0.483148,0.195822,0.0918654,0.0138647,0.0937476,0.0463212
-177.289,0.615004,0.585542,3,7,0,182.046,0.105048,0.368058,0.163058,0.100904,0.00051269,0.199164,0.0632541
-177.614,0.991639,0.585542,3,7,0,181.306,0.146446,0.465161,0.101725,0.0881529,0.000459063,0.162135,0.0359205
-172.663,0.985263,0.585542,2,3,0,178.161,0.120119,0.418385,0.163481,0.127167,0.00173864,0.113592,0.0555175
-172.918,0.953248,0.585542,3,7,0,174.71,0.147852,0.447392,0.165154,0.0773396,0.0261139,0.0862768,0.0498724
-172.207,1,0.585542,2,3,0,173.467,0.124075,0.467943,0.150656,0.0965463,0.00307158,0.107791,0.0499173
-172.224,0.960703,0.585542,3,7,0,174.074,0.10865,0.405608,0.192849,0.111837,0.0175511,0.0995928,0.0639115
-172.777,0.992583,0.585542,3,7,0,172.956,0.175462,0.441499,0.147622,0.0917932,0.0037262,0.0945142,0.0453829
-172.112,0.971008,0.585542,3,7,0,174.055,0.154097,0.439959,0.16244,0.0785452,0.00859491,0.109918,0.0464456
-172.381,0.979005,0.585542,3,7,0,173.11,0.123068,0.483158,0.13219,0.0995207,0.0115875,0.104711,0.0457645
-173.615,0.781184,0.585542,3,7,0,176.503,0.12224,0.425646,0.183678,0.12324,0.00106901,0.0749501,0.0691768
-174.693,0.950835,0.585542,3,7,0,176.003,0.149032,0.431468,0.157911,0.0967187,0.0316624,0.110891,0.0223173
-174.467,0.96268,0.585542,2,7,0,178.494,0.121124,0.49767,0.129926,0.117586,0.00291819,0.0614721,0.0693046
-174.808,0.98851,0.585542,3,7,0,177.549,0.116716,0.382262,0.214573,0.0849741,0.0021281,0.159442,0.0399036
-173.77,0.94532,0.585542,3,7,0,178.111,0.0905075,0.435332,0.205815,0.100514,0.00207303,0.123251,0.0425084
-172.89,1,0.585542,3,7,0,173.911,0.179798,0.423984,0.129498,0.0976707,0.00776308,0.0957857,0.0654995
-172.736,0.946156,0.585542,3,7,0,175.023,0.160947,0.390886,0.171296,0.110045,0.00994654,0.0778873,0.0789926
-173.693,0.962527,0.585542,3,7,0,174.275,0.158933,0.408837,0.151999,0.110505,0.0139491,0.0657448,0.0900312
-176.078,0.831377,0.585542,3,7,0,178.624,0.0739016,0.385137,0.158848,0.125417,0.0118584,0.181518,0.0633198
-173.024,1,0.585542,3,7,0,176.844,0.112264,0.447039,0.22153,0.0897206,0.00851094,0.0796525,0.0412836
-174.913,0.842885,0.585542,3,7,0,176.903,0.185873,0.418662,0.168375,0.0960611,0.00104472,0.0633471,0.0666372
-176.528,0.84926,0.585542,3,7,0,181.362,0.20811,0.396255,0.21162,0.0867625,0.00334383,0.0541399,0.0397688
-177.753,0.943933,0.585542,3,7,0,180.164,0.0563521,0.408287,0.170189,0.105689,0.00609938,0.144397,0.108987
-177.241,0.976839,0.585542,3,7,0,181.169,0.201146,0.454082,0.169416,0.0834577,0.0111462,0.0636069,0.0171448
-175.959,0.963039,0.585542,3,7,0,179.993,0.0689355,0.390729,0.172145,0.131219,0.00593102,0.13193,0.0991094
-172.914,1,0.585542,2,3,0,176.348,0.103008,0.393637,0.185761,0.0956023,0.00784994,0.13819,0.0759506
-172.835,0.883986,0.585542,3,7,0,177.446,0.0938271,0.428319,0.217308,0.0926352,0.012085,0.101771,0.0540553
-173.285,0.751383,0.585542,3,7,0,179.094,0.166505,0.447314,0.113966,0.109837,0.00498538,0.0983133,0.0590786
-172.638,0.920839,0.585542,2,7,0,175.487,0.137906,0.390671,0.143615,0.123806,0.020202,0.123204,0.060596
-174.294,0.762714,0.585542,3,7,0,176.068,0.16093,0.414547,0.106876,0.133496,0.020215,0.0960562,0.0678793
-177.641,0.736075,0.585542,3,7,0,180.543,0.10881,0.374779,0.251429,0.0996044,0.00261762,0.144405,0.0183542
-174.671,0.96972,0.585542,3,7,0,180.628,0.125031,0.473509,0.142069,0.0808254,0.000555363,0.134585,0.0434259
-173.386,0.971702,0.585542,3,7,0,175.902,0.138984,0.388773,0.183454,0.130389,0.0236805,0.0708832,0.0638369
-174.502,0.874155,0.585542,3,7,0,179.172,0.114932,0.466213,0.128215,0.0662022,0.00554143,0.157596,0.0613002
-172.364,0.989512,0.585542,3,7,0,175.62,0.141061,0.392269,0.210398,0.109472,0.00846773,0.0833996,0.0549326
-174.298,0.834124,0.585542,3,7,0,176.115,0.105677,0.469019,0.152348,0.0747021,0.00146312,0.146677,0.0501145
-173.593,0.864775,0.585542,3,7,0,180.812,0.141174,0.403552,0.186676,0.132386,0.00137602,0.07478,0.0600569
-174.955,0.824841,0.585542,2,7,0,180.523,0.122204,0.475686,0.192315,0.118873,0.00371389,0.050898,0.0363104
-175.761,0.949509,0.585542,3,7,0,179.492,0.0768951,0.405991,0.196199,0.0702516,0.01842,0.14845,0.0837934
-173.742,0.979325,0.585542,3,7,0,177.993,0.0889762,0.408377,0.188608,0.152621,0.00828542,0.0864265,0.0667056
-174.609,0.918616,0.585542,3,7,0,177.242,0.147784,0.330828,0.153585,0.134872,0.00882483,0.147398,0.0767085
-173.951,0.952264,0.585542,3,7,0,177.264,0.117031,0.519763,0.171695,0.0717089,0.00550349,0.0738486,0.0404491
-173.682,0.957991,0.585542,3,7,0,176.302,0.141887,0.35385,0.147383,0.136919,0.0119199,0.142907,0.0651332
-174.067,0.985344,0.585542,3,7,0,176.164,0.168859,0.485633,0.107925,0.0915588,0.00619112,0.0898005,0.0500329
-174.473,0.994048,0.585542,3,7,0,176.178,0.0944968,0.351275,0.199541,0.139192,0.0151494,0.137502,0.0628445
-172.813,0.992045,0.585542,2,7,0,174.976,0.100856,0.398011,0.209338,0.120023,0.0171814,0.0977121,0.0568783
-171.783,0.9005,0.585542,3,7,0,177.434,0.119171,0.454525,0.170547,0.0954711,0.0044417,0.10047,0.0553734
-172.527,0.859451,0.585542,2,3,0,174.405,0.136399,0.415249,0.191568,0.082358,0.00386686,0.0935607,0.0769983
-172.347,0.965156,0.585542,3,7,0,174.229,0.12166,0.452585,0.145797,0.123217,0.0115358,0.108067,0.037139
-172.532,0.925251,0.585542,3,7,0,173.945,0.127911,0.39272,0.202438,0.0870813,0.00413713,0.121017,0.0646969
-173.108,0.956428,0.585542,3,7,0,174.336,0.135959,0.469227,0.135036,0.12657,0.00311226,0.091002,0.0390928
-174.33,0.903276,0.585542,3,7,0,176.827,0.128989,0.373324,0.210138,0.0778104,0.00175349,0.124321,0.0836642
-173.013,0.990234,0.585542,3,7,0,176.438,0.123273,0.478995,0.133031,0.130412,0.00683387,0.0885087,0.038946
-173.458,0.956009,0.585542,3,7,0,174.852,0.117008,0.373271,0.232486,0.0863617,0.00567892,0.116429,0.0687654
-174.76,0.883803,0.585542,3,7,0,176.359,0.144154,0.486393,0.113121,0.115634,0.000890779,0.0939492,0.0458578
-171.969,0.975296,0.585542,2,7,0,175.103,0.113305,0.443624,0.14809,0.112784,0.00562091,0.11092,0.0656548
-171.818,0.916941,0.585542,3,7,0,174.564,0.148966,0.405349,0.189172,0.0968741,0.00822816,0.103085,0.0483267
-172.869,0.928528,0.585542,3,7,0,173.566,0.134694,0.473448,0.142326,0.0690557,0.0144196,0.0980497,0.0680071
-174.296,0.925538,0.585542,3,7,0,175.557,0.138269,0.503051,0.117203,0.0877998,0.0107958,0.113632,0.0292503
-174.094,0.996923,0.585542,3,7,0,176.541,0.149517,0.328547,0.20255,0.109169,0.00788917,0.118267,0.0840604
-176.788,0.785947,0.585542,3,7,0,180.927,0.213452,0.39368,0.114969,0.0633178,0.0213042,0.111823,0.0814533
-177.227,0.947291,0.585542,3,7,0,180.822,0.0861215,0.52526,0.141452,0.147634,0.00380886,0.0727011,0.0230227
-173.927,1,0.585542,3,7,0,178.75,0.107183,0.426838,0.143943,0.0959601,0.00189345,0.133154,0.0910279
-175.384,0.897398,0.585542,3,7,0,178.362,0.104731,0.454148,0.20743,0.125514,0.00269683,0.0848883,0.0205919
-174.266,1,0.585542,3,7,0,177.56,0.0758022,0.455483,0.201062,0.0871535,0.0180043,0.119402,0.0430927
-172.234,0.951163,0.585542,3,7,0,176.161,0.118401,0.476243,0.155504,0.105207,0.00362991,0.0886548,0.0523607
-175.315,0.820662,0.585542,2,3,0,176.16,0.184805,0.451607,0.0956812,0.109501,0.0189297,0.0852552,0.0542204
-174.682,0.931619,0.585542,3,7,0,179.226,0.0923416,0.385787,0.247558,0.0960036,0.00284099,0.123362,0.0521073
-174.013,0.926691,0.585542,3,7,0,179.989,0.0955513,0.497837,0.14489,0.120433,0.00347716,0.0708894,0.0669229
-173.714,0.993048,0.585542,3,7,0,176.111,0.0807999,0.448237,0.188523,0.119706,0.0221076,0.0905367,0.0500906
-172.084,0.98299,0.585542,3,7,0,175.999,0.140872,0.423357,0.157779,0.0927272,0.00334734,0.118684,0.0632332
-174.111,0.867663,0.585542,2,3,0,174.819,0.141956,0.409359,0.111544,0.140428,0.0066905,0.104062,0.0859603
-173.917,0.901285,0.585542,3,7,0,178.082,0.125044,0.435694,0.228241,0.0689865,0.00540699,0.103142,0.0334853
-172.253,0.991336,0.585542,3,7,0,174.998,0.157826,0.410544,0.173354,0.0776374,0.0148343,0.107059,0.058745
-172.447,0.894412,0.585542,3,7,0,173.837,0.111852,0.446547,0.161817,0.129727,0.00296542,0.0963902,0.0507012
-174.612,0.903287,0.585542,2,7,0,175.221,0.123907,0.453626,0.108407,0.151083,0.00301628,0.115654,0.0443069
-175.157,0.991058,0.585542,3,7,0,176.244,0.136694,0.456336,0.106446,0.163748,0.00470285,0.0941258,0.0379478
-174.858,1,0.585542,3,7,0,177.278,0.129115,0.414145,0.235442,0.0511405,0.0110143,0.0937625,0.0653804
-174.754,0.968457,0.585542,3,7,0,178.049,0.138186,0.500804,0.120709,0.126222,0.00224841,0.0755811,0.0362493
-175.889,0.942584,0.585542,3,7,0,177.784,0.103736,0.367957,0.211339,0.0612345,0.0130559,0.163505,0.0791719
-172.633,1,0.585542,3,7,0,176.47,0.142306,0.414199,0.152384,0.0791293,0.0193537,0.131023,0.0616041
-172.398,0.925221,0.585542,3,7,0,175.703,0.124388,0.422672,0.189239,0.129485,0.00485314,0.0807323,0.0486302
-175.259,0.718801,0.585542,2,7,0,179.153,0.143346,0.388094,0.241092,0.118629,0.00716476,0.0780734,0.0236004
-173.389,0.995081,0.585542,2,7,0,176.324,0.134469,0.430669,0.212041,0.100345,0.00538985,0.0897685,0.0273175
-174.35,0.981464,0.585542,3,7,0,174.937,0.132455,0.434818,0.20385,0.106755,0.00467065,0.0977225,0.0197287
-171.865,0.927391,0.585542,3,7,0,177.991,0.129623,0.448345,0.14407,0.10137,0.0133225,0.0953346,0.0679352
-174.892,0.844708,0.585542,2,7,0,175.241,0.14981,0.415493,0.120126,0.0762524,0.020586,0.111755,0.105978
-172.307,0.918111,0.585542,2,3,0,177.465,0.154891,0.387469,0.159181,0.100431,0.0157484,0.108456,0.0738236
-172.597,0.844642,0.585542,3,7,0,176.76,0.113986,0.490972,0.16648,0.0959698,0.00561297,0.089008,0.0379717
-179.601,0.548442,0.585542,2,3,0,181.966,0.0806401,0.523321,0.219468,0.0607722,0.01081,0.0908357,0.0141522
-175.319,1,0.585542,3,7,0,181.259,0.109485,0.429248,0.21045,0.118955,0.00306163,0.110288,0.018512
-174.265,0.923209,0.585542,3,7,0,179.783,0.110191,0.408829,0.207638,0.0743803,0.0155085,0.0825943,0.100859
-175.409,0.851369,0.585542,3,7,0,177.916,0.172536,0.408741,0.167593,0.130071,0.00113617,0.0967837,0.0231383
-177.241,0.919681,0.585542,2,7,0,178.635,0.196977,0.374774,0.196955,0.128448,0.00141904,0.0808725,0.0205543
-175.446,1,0.585542,3,7,0,179.318,0.13057,0.392249,0.241664,0.0966925,0.00118167,0.110676,0.0269679
-174.195,1,0.585542,3,7,0,176.942,0.181096,0.401118,0.157215,0.0866229,0.0294366,0.0745891,0.0699235
-173.363,0.255231,0.585542,2,3,0,178.486,0.111688,0.444659,0.148485,0.122951,0.000969368,0.105713,0.0655343
-174.32,0.798115,0.585542,3,7,0,177.775,0.0947486,0.46103,0.175554,0.101093,0.00183112,0.0751007,0.0906422
-173.819,0.953993,0.585542,3,7,0,177.1,0.152023,0.355108,0.156,0.139043,0.0189583,0.13356,0.0453087
-175.185,0.860985,0.585542,3,7,0,177.267,0.185678,0.440697,0.144898,0.0579575,0.00191437,0.0939909,0.0748636
-176.951,0.926724,0.585542,3,7,0,180.549,0.111845,0.391449,0.221818,0.060275,0.0382588,0.0793378,0.097017
-171.775,0.889484,0.585542,2,3,0,178.001,0.119849,0.443917,0.187311,0.0886591,0.00942391,0.0916325,0.0592072
-172.964,0.950046,0.585542,3,7,0,173.412,0.151481,0.480676,0.122776,0.0890443,0.00855827,0.0859289,0.0615359
-172.604,0.935406,0.585542,2,7,0,175.063,0.118087,0.409913,0.20252,0.0794166,0.00852958,0.131872,0.0496616
-172.48,0.920434,0.585542,3,7,0,175.484,0.148737,0.451419,0.133444,0.118523,0.00632163,0.0819205,0.059634
-173.407,0.963469,0.585542,3,7,0,174.182,0.125376,0.374128,0.163471,0.10232,0.0209194,0.156733,0.057053
-174.248,0.878256,0.585542,3,7,0,176.61,0.160559,0.464342,0.115256,0.0791192,0.00760577,0.0852044,0.0879139
-174.749,0.916049,0.585542,3,7,0,178.434,0.107872,0.450503,0.192038,0.0527543,0.0157998,0.0935175,0.0875156
-176.263,0.880533,0.585542,3,7,0,179.53,0.0741822,0.531469,0.116506,0.0872451,0.00329426,0.117516,0.0697871
-176.989,0.980883,0.585542,3,7,0,177.777,0.207783,0.323488,0.228237,0.113942,0.0143784,0.0660707,0.0461012
-173.732,0.873056,0.585542,3,7,0,180.24,0.103602,0.380982,0.195119,0.113934,0.0191038,0.0923036,0.0949558
-173.732,0.590885,0.585542,2,3,0,182.189,0.103602,0.380982,0.195119,0.113934,0.0191038,0.0923036,0.0949558
-175.103,0.894543,0.585542,3,7,0,176.513,0.120511,0.528727,0.147129,0.076053,0.001307,0.0950741,0.0311994
-175.476,0.992137,0.585542,3,7,0,178.59,0.195966,0.424375,0.166664,0.1045,0.00287442,0.0842071,0.0214129
-174.154,0.977553,0.585542,3,7,0,178.437,0.165611,0.405686,0.114329,0.14639,0.0164463,0.0906573,0.0608792
-174.741,0.824626,0.585542,3,7,0,177.029,0.142537,0.472444,0.157741,0.078733,0.000782389,0.118233,0.0295304
-174.28,0.983381,0.585542,3,7,0,176.86,0.121001,0.409927,0.134465,0.153009,0.0293297,0.0830247,0.0692436
-174.387,0.999528,0.585542,3,7,0,176.096,0.143288,0.458631,0.188899,0.0637114,0.00139795,0.10884,0.0352319
-175.839,0.907944,0.585542,3,7,0,178.027,0.121284,0.388586,0.130996,0.141045,0.00143527,0.101303,0.115351
-174.865,0.974385,0.585542,3,7,0,177.582,0.127154,0.48729,0.193804,0.0702471,0.00318683,0.0948612,0.0234575
-174.157,1,0.585542,3,7,0,175.776,0.137909,0.388423,0.134359,0.113152,0.00732915,0.103587,0.11524
-171.884,1,0.585542,2,3,0,174.686,0.135426,0.430342,0.180998,0.0811333,0.00689777,0.0986771,0.0665256
-174.046,0.764693,0.585542,2,7,0,176.759,0.154554,0.400151,0.232517,0.0725526,0.0151986,0.0747783,0.0502487
-174.77,0.845629,0.585542,3,7,0,176.632,0.111914,0.451756,0.10886,0.137053,0.00206988,0.134479,0.0538679
-174.391,0.977504,0.585542,2,3,0,175.818,0.108531,0.456114,0.105583,0.129441,0.00419317,0.132288,0.0638498
-175.943,0.951598,0.585542,2,3,0,176.262,0.0964984,0.468909,0.0992533,0.138942,0.00238753,0.136478,0.0575314
-173.82,0.952903,0.585542,3,7,0,179.851,0.110471,0.50154,0.150591,0.0908369,0.00255366,0.112753,0.0312552
-173.201,0.99948,0.585542,3,7,0,175.888,0.127424,0.440361,0.164436,0.104566,0.000742058,0.115488,0.0469821
-172.914,0.969936,0.585542,3,7,0,174.799,0.139706,0.411883,0.171882,0.100373,0.0324955,0.0845269,0.0591331
-174.346,0.167251,0.585542,3,7,0,180.91,0.156789,0.377376,0.175777,0.139107,0.00303613,0.0673338,0.0805812
-175.23,0.953852,0.585542,3,7,0,177.855,0.112151,0.485112,0.155352,0.0705446,0.00235739,0.146537,0.0279465
-174.732,0.993914,0.585542,3,7,0,178.113,0.151922,0.388824,0.169186,0.139528,0.0209948,0.0558019,0.073743
-172.384,0.636882,0.585542,2,3,0,178.058,0.131472,0.42426,0.182506,0.116447,0.00352019,0.0770987,0.0646954
-172.699,0.98353,0.585542,3,7,0,173.33,0.109212,0.411878,0.193518,0.0900851,0.0122103,0.139235,0.043862
-172.771,0.978174,0.585542,3,7,0,174.368,0.140757,0.464138,0.142738,0.111914,0.00424677,0.071951,0.0642556
-172.059,0.987768,0.585542,3,7,0,173.714,0.123334,0.465876,0.167219,0.0993715,0.00687245,0.0769684,0.0603579
-174.523,0.838079,0.585542,2,3,0,174.942,0.124088,0.46073,0.222475,0.0635134,0.00459551,0.0662792,0.0583189
-174.537,0.977994,0.585542,3,7,0,176.716,0.182533,0.435401,0.190567,0.0654513,0.00225765,0.0798037,0.0439854
-174.052,1,0.585542,3,7,0,175.299,0.0885899,0.423074,0.133434,0.148737,0.0117605,0.129163,0.0652412
-174.656,0.935268,0.585542,3,7,0,177.067,0.126699,0.427951,0.134047,0.111503,0.00447203,0.0773464,0.117982
-173.156,1,0.585542,3,7,0,175.799,0.15752,0.369613,0.182748,0.0891863,0.0129576,0.142398,0.0455781
-172.825,0.943898,0.585542,2,7,0,175.021,0.142651,0.423203,0.180296,0.119634,0.0016497,0.0828866,0.0496795
-173.454,0.952049,0.585542,2,7,0,174.388,0.114714,0.434968,0.156694,0.155276,0.0027734,0.0805587,0.0550162
-173.534,0.997441,0.585542,3,7,0,174.335,0.151711,0.41534,0.179606,0.061564,0.0224115,0.119047,0.0503212
-175.708,0.573533,0.585542,3,7,0,179.846,0.115562,0.469318,0.141367,0.144759,0.000271144,0.0757564,0.0529664
-177.115,0.992485,0.585542,3,7,0,178.829,0.115846,0.35043,0.214273,0.105768,0.000127609,0.134148,0.0794083
-177.755,0.793816,0.585542,3,7,0,181.84,0.116395,0.52132,0.0804778,0.127685,0.026688,0.0817144,0.0457191
-173.789,1,0.585542,3,7,0,179.88,0.154292,0.345848,0.16082,0.128525,0.0100287,0.148494,0.0519928
-173.492,0.997844,0.585542,3,7,0,175.483,0.133871,0.491931,0.150092,0.0894024,0.00438897,0.0632427,0.0670724
-177.72,0.82804,0.585542,2,7,0,179.071,0.156126,0.301313,0.277914,0.0839866,0.0116166,0.128253,0.0407903
-175.744,0.886077,0.585542,3,7,0,183.151,0.097694,0.533656,0.117563,0.117727,0.0119515,0.0587623,0.0626458
-177.757,0.852825,0.585542,3,7,0,180.104,0.169949,0.332428,0.22548,0.080082,0.00187067,0.161895,0.0282957
-176.35,0.969365,0.585542,3,7,0,181.534,0.0779807,0.562262,0.126,0.103237,0.00303506,0.0860894,0.0413962
-177.168,0.952326,0.585542,3,7,0,180.191,0.144514,0.32737,0.242382,0.090747,0.00648024,0.161813,0.0266935
-173.454,0.999818,0.585542,3,7,0,178.746,0.159958,0.386633,0.158303,0.0728776,0.0186444,0.135898,0.0676861
-172.58,0.999507,0.585542,3,7,0,173.989,0.111886,0.441993,0.192124,0.119249,0.00877244,0.091992,0.033984
-176.56,0.748933,0.585542,2,3,0,177.546,0.105516,0.535591,0.128675,0.118907,0.0143406,0.0775725,0.0193976
-175.315,0.94817,0.585542,3,7,0,181.418,0.166569,0.403751,0.243303,0.0742981,0.00997265,0.0688805,0.0332255
-175.279,0.916713,0.585542,3,7,0,178.229,0.107176,0.444329,0.112398,0.100838,0.00364173,0.177231,0.0543863
-175.291,0.994376,0.585542,3,7,0,177.239,0.140721,0.429304,0.229703,0.0927369,0.0156503,0.0481205,0.0437647
-176.018,0.992014,0.585542,3,7,0,178.897,0.111448,0.476581,0.0935631,0.0953157,0.00254863,0.14231,0.0782339
-173.151,0.990721,0.585542,3,7,0,177.015,0.0863642,0.435233,0.218129,0.0972543,0.0082452,0.0998349,0.0549401
-173.308,0.956893,0.585542,3,7,0,175.05,0.120785,0.396364,0.144945,0.0993727,0.0191866,0.125371,0.0939762
-174.269,0.89854,0.585542,3,7,0,175.936,0.141263,0.469936,0.184463,0.095278,0.0011758,0.0775855,0.030299
-176.894,0.878315,0.585542,3,7,0,178.98,0.173679,0.369111,0.161222,0.113133,0.0289763,0.136339,0.0175399
-173.777,0.748877,0.585542,2,3,0,179.901,0.102123,0.396465,0.202338,0.10591,0.00141708,0.135717,0.0560308
-172.603,0.978099,0.585542,3,7,0,174.794,0.135338,0.416045,0.211701,0.0828277,0.00530349,0.10796,0.0408247
-174.98,0.902853,0.585542,3,7,0,176.397,0.14885,0.473643,0.0983987,0.0986013,0.0150658,0.08033,0.0851105
-175.378,0.922371,0.585542,3,7,0,179.029,0.166518,0.467847,0.161783,0.110903,0.00438355,0.0684198,0.0201455
-171.862,0.97812,0.585542,2,3,0,176.092,0.134127,0.456212,0.155992,0.10138,0.00505432,0.0866338,0.0606006
-172.441,0.948944,0.585542,2,7,0,173.184,0.105998,0.43675,0.204902,0.10152,0.0129649,0.0976725,0.040193
-172.387,0.978326,0.585542,3,7,0,173.502,0.145447,0.402413,0.146737,0.125897,0.00469118,0.102312,0.0725036
-174.876,0.836414,0.585542,2,7,0,176.287,0.0962858,0.473129,0.147916,0.10963,0.000453154,0.0940746,0.0785108
-178.353,0.908723,0.585542,2,7,0,181.377,0.187072,0.354649,0.200273,0.123081,4.70661e-05,0.0784575,0.0564215
