# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = bernoulli_1.data.R
# init = 2 (Default)
# random
#   seed = 2961180733
# output
#   file = bernoulli_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-8.21794,0.939577,0.946703,1,1,0,8.26836,0.487019
-7.68242,0.963202,0.946703,1,3,0,8.44095,0.293738
-7.64469,0.695568,0.946703,2,3,0,10.2175,0.348985
-10.1804,0.64946,0.946703,2,3,0,10.2056,0.0960194
-9.17012,1,0.946703,1,1,0,10.0887,0.135
-7.73704,0.901663,0.946703,2,7,0,10.0748,0.395434
-7.80429,0.98264,0.946703,1,1,0,7.8173,0.414312
-7.80433,0.937657,0.946703,1,3,0,8.2174,0.258446
-8.32006,0.928357,0.946703,1,3,0,8.32948,0.190775
-8.34727,0.99461,0.946703,2,7,0,8.34777,0.503648
-7.87383,1,0.946703,2,7,0,8.24465,0.24508
-7.65244,0.871146,0.946703,2,3,0,8.93521,0.31062
-7.67588,0.994635,0.946703,1,1,0,7.67613,0.296716
-8.68747,0.882382,0.946703,2,3,0,8.82055,0.541048
-8.04161,1,0.946703,1,1,0,8.53603,0.460978
-7.76043,1,0.946703,1,1,0,7.96938,0.402551
-7.67304,1,0.946703,1,1,0,7.73832,0.369868
-7.67304,0.821927,0.946703,1,3,0,8.4099,0.369868
-7.72544,0.986758,0.946703,1,1,0,7.72703,0.3916
-7.65352,1,0.946703,2,3,0,7.70856,0.309791
-7.87039,0.939525,0.946703,1,3,0,8.00283,0.429483
-8.01065,0.987762,0.946703,2,3,0,8.04535,0.455858
-7.7775,1,0.946703,1,1,0,7.95527,0.407338
-7.84317,0.982902,0.946703,1,1,0,7.86606,0.423528
-7.84317,0.514186,0.946703,1,3,0,10.5449,0.423528
-7.72746,1,0.946703,1,1,0,7.81901,0.392285
-7.98961,0.887822,0.946703,1,3,0,8.41947,0.227195
-8.42186,0.975121,0.946703,2,3,0,8.42518,0.182023
-7.72268,1,0.946703,2,3,0,8.25854,0.390654
-8.10694,0.852741,0.946703,1,3,0,8.61293,0.212437
-7.66766,0.85454,0.946703,2,3,0,9.46629,0.300871
-8.36442,0.862021,0.946703,1,3,0,8.49803,0.186858
-13.3519,0.772392,0.946703,2,3,0,13.4487,0.787678
-8.11965,1,0.946703,2,3,0,12.5795,0.210983
-7.83826,0.978956,0.946703,2,3,0,8.39269,0.251588
-8.03806,0.961426,0.946703,1,1,0,8.04536,0.220778
-8.94489,0.875977,0.946703,2,3,0,9.46042,0.146796
-8.79312,1,0.946703,1,1,0,9.07863,0.15571
-8.21004,1,0.946703,1,1,0,8.70582,0.201295
-8.7564,0.915029,0.946703,1,1,0,8.76629,0.158003
-8.20334,0.852544,0.946703,1,3,0,10.4926,0.485029
-8.6891,0.877029,0.946703,1,1,0,8.7591,0.54121
-7.66829,0.970067,0.946703,1,3,0,8.89074,0.300528
-7.64126,1,0.946703,2,3,0,7.66224,0.344087
-7.64268,0.968108,0.946703,2,3,0,7.84414,0.320489
-8.03267,0.912931,0.946703,1,3,0,8.12896,0.221469
-8.4103,0.935347,0.946703,1,1,0,8.42059,0.182976
-7.95062,1,0.946703,1,1,0,8.32718,0.232762
-7.91414,0.972303,0.946703,2,3,0,8.33262,0.238361
-7.79901,1,0.946703,2,3,0,7.90246,0.259591
-7.84897,0.989785,0.946703,1,1,0,7.87184,0.249563
-7.82463,0.953821,0.946703,2,3,0,8.32391,0.41925
-7.85478,0.992074,0.946703,1,1,0,7.8961,0.426111
-7.95423,0.880835,0.946703,2,7,0,8.59388,0.23223
-7.64129,0.991596,0.946703,1,3,0,8.02702,0.344136
-7.98489,0.924148,0.946703,1,3,0,8.03732,0.451434
-8.12933,0.807954,0.946703,1,3,0,9.16326,0.209892
-8.66164,0.914484,0.946703,1,1,0,8.66736,0.164198
-7.73906,0.985437,0.946703,1,3,0,8.58722,0.274305
-7.68535,0.847223,0.946703,2,3,0,9.00763,0.375928
-7.63858,0.998917,0.946703,1,3,0,7.6915,0.329463
-7.67092,0.992646,0.946703,1,3,0,7.6771,0.299155
-7.65009,0.894532,0.946703,2,3,0,8.44901,0.354555
-7.66595,0.982293,0.946703,2,3,0,7.76294,0.301807
-7.78669,0.980411,0.946703,1,3,0,7.78908,0.262327
-7.74205,1,0.946703,2,3,0,7.7902,0.273472
-7.64331,0.999324,0.946703,1,3,0,7.73083,0.319628
-8.14032,0.889085,0.946703,1,3,0,8.2716,0.20867
-7.67676,0.969322,0.946703,1,3,0,8.40589,0.371794
-8.20492,0.895761,0.946703,1,3,0,8.23085,0.485245
-7.9586,1,0.946703,1,1,0,8.18063,0.446752
-8.48102,0.731249,0.946703,1,3,0,9.82157,0.177295
-8.44427,0.831709,0.946703,2,7,0,10.447,0.515122
-7.87511,1,0.946703,1,1,0,8.29543,0.43048
-7.75036,0.951599,0.946703,1,3,0,8.20735,0.271222
-8.317,0.840558,0.946703,1,3,0,8.86308,0.499905
-7.63828,0.995399,0.946703,1,3,0,8.31274,0.331317
-7.63895,0.999774,0.946703,1,3,0,7.63959,0.338714
-7.6969,0.921578,0.946703,2,3,0,8.12224,0.287887
-7.65605,0.828811,0.946703,2,3,0,9.04412,0.35938
-7.90131,0.922546,0.946703,1,3,0,8.09236,0.240433
-7.76606,1,0.946703,1,1,0,7.87832,0.267207
-8.03292,0.902953,0.946703,1,3,0,8.48904,0.45956
-7.81892,1,0.946703,2,3,0,7.99099,0.417892
-7.74172,1,0.946703,1,1,0,7.81158,0.396918
-7.64167,0.995526,0.946703,1,3,0,7.76788,0.322013
-8.26684,0.85501,0.946703,1,3,0,8.45865,0.493508
-8.12546,1,0.946703,1,1,0,8.32842,0.473946
-8.12546,0.639671,0.946703,1,3,0,10.0827,0.473946
-8.27822,0.95957,0.946703,1,1,0,8.37599,0.494981
-7.72083,0.944253,0.946703,1,3,0,8.62998,0.279707
-8.14412,0.875859,0.946703,1,3,0,8.55195,0.476677
-8.62548,0.878037,0.946703,1,1,0,8.68274,0.534772
-8.03558,0.86185,0.946703,2,3,0,9.90553,0.459996
-8.9185,0.788089,0.946703,1,1,0,8.92819,0.562823
-8.29395,1,0.946703,1,1,0,8.82481,0.496996
-9.06847,0.811908,0.946703,1,1,0,9.12793,0.575808
-7.69157,0.934762,0.946703,2,3,0,9.54295,0.378698
-8.00519,0.942239,0.946703,1,3,0,8.00883,0.454933
-7.87453,1,0.946703,1,1,0,8.0074,0.430358
-7.67014,1,0.946703,2,3,0,7.82984,0.299558
-7.7838,0.960374,0.946703,1,3,0,7.92368,0.409034
-8.27134,0.878459,0.946703,1,1,0,8.27136,0.494092
-8.11368,1,0.946703,1,1,0,8.32259,0.472195
-8.85993,0.817586,0.946703,1,1,0,8.88816,0.557522
-8.80263,1,0.946703,1,1,0,9.14255,0.552198
-8.05946,1,0.946703,2,7,0,8.65533,0.218097
-7.69294,0.991785,0.946703,2,3,0,8.13923,0.289404
-7.68148,0.957024,0.946703,2,3,0,8.03706,0.374114
-8.20078,0.832573,0.946703,1,3,0,8.65768,0.20224
-7.98855,1,0.946703,2,3,0,8.18699,0.227342
-7.65782,1,0.946703,2,3,0,7.91722,0.36065
-7.68565,0.985174,0.946703,1,3,0,7.75445,0.292353
-7.6457,0.735187,0.946703,2,3,0,9.84157,0.350163
-7.6839,0.727827,0.946703,2,3,0,9.57364,0.293098
-7.73753,0.988225,0.946703,1,1,0,7.73937,0.274737
-7.6936,1,0.946703,1,1,0,7.73217,0.289146
-7.84664,0.984532,0.946703,2,7,0,7.84683,0.424308
-8.69268,0.674817,0.946703,2,7,0,9.98886,0.162123
-8.75009,0.993861,0.946703,2,7,0,8.75023,0.54719
-7.92977,1,0.946703,1,1,0,8.53122,0.441396
-7.84201,1,0.946703,1,1,0,7.94195,0.423267
-8.1973,0.909461,0.946703,1,1,0,8.20624,0.484197
-7.63933,1,0.946703,2,3,0,8.20399,0.326797
-7.6396,0.999535,0.946703,2,3,0,7.64319,0.340624
-8.46765,0.881427,0.946703,2,3,0,8.51686,0.178342
-7.72625,1,0.946703,2,3,0,8.29461,0.391877
-7.72625,0.954585,0.946703,1,3,0,8.02215,0.391877
-9.64146,0.658943,0.946703,1,3,0,9.77216,0.619221
-8.77095,1,0.946703,1,1,0,9.56318,0.549194
-7.91803,1,0.946703,1,1,0,8.54227,0.439143
-7.63822,0.997729,0.946703,1,3,0,7.92101,0.331994
-7.66223,0.996219,0.946703,2,3,0,7.66748,0.303955
-7.70986,0.979972,0.946703,1,3,0,7.79685,0.386039
-9.12319,0.792907,0.946703,2,3,0,9.12707,0.137334
-7.84875,0.975977,0.946703,1,3,0,9.01727,0.249604
-7.89642,0.969573,0.946703,2,3,0,8.21386,0.241238
-8.12687,0.956995,0.946703,1,1,0,8.13773,0.210168
-8.04861,1,0.946703,1,1,0,8.17459,0.219446
-7.83617,1,0.946703,1,1,0,8.01276,0.251991
-7.63874,1,0.946703,2,3,0,7.81,0.337921
-8.09588,0.883743,0.946703,1,3,0,8.28695,0.213721
-8.00322,1,0.946703,1,1,0,8.12926,0.225341
-8.03849,0.962957,0.946703,2,3,0,8.52228,0.220724
-9.66423,0.904009,0.946703,2,3,0,9.67259,0.62078
-8.38015,1,0.946703,2,3,0,9.35725,0.507623
-8.38015,0.79105,0.946703,1,1,0,9.08757,0.507623
-7.70431,1,0.946703,2,3,0,8.26032,0.28519
-8.00539,0.946227,0.946703,2,3,0,8.17837,0.22505
-7.98712,1,0.946703,1,1,0,8.06908,0.22754
-7.75969,1,0.946703,1,1,0,7.94055,0.268801
-7.82314,0.986799,0.946703,1,1,0,7.83611,0.254556
-7.65869,0.940623,0.946703,2,3,0,8.3009,0.361261
-7.88474,0.955154,0.946703,1,3,0,7.89444,0.432486
-7.65456,1,0.946703,1,3,0,7.83941,0.358262
-7.65355,0.991599,0.946703,2,3,0,7.71711,0.309769
-7.9156,0.928809,0.946703,1,3,0,8.06357,0.438669
-8.6095,0.678883,0.946703,2,7,0,9.9864,0.167792
-7.70115,0.987186,0.946703,1,3,0,8.56586,0.286317
-7.76165,0.986923,0.946703,1,1,0,7.76523,0.268308
-7.87664,0.992143,0.946703,2,3,0,7.88297,0.244592
-7.75894,0.965525,0.946703,1,3,0,8.22883,0.40212
-8.08158,0.849979,0.946703,2,7,0,8.65086,0.215412
-8.61482,0.817102,0.946703,1,3,0,9.98457,0.533672
-9.64201,0.76201,0.946703,1,1,0,9.741,0.619259
-8.63841,1,0.946703,1,1,0,9.48302,0.536098
-9.20453,0.859962,0.946703,1,1,0,9.36679,0.586932
-8.31479,1,0.946703,1,1,0,9.01886,0.499628
-8.18707,0.76974,0.946703,1,3,0,9.80862,0.203658
-8.53352,0.943786,0.946703,1,1,0,8.56366,0.173293
-9.04325,0.928667,0.946703,1,1,0,9.08542,0.141454
-7.75351,1,0.946703,2,3,0,8.74582,0.400522
-7.929,0.902429,0.946703,1,3,0,8.36489,0.23603
-9.91266,0.732674,0.946703,1,3,0,10.2283,0.104657
-11.3089,0.883658,0.946703,1,1,0,11.3241,0.0681489
-10.9124,1,0.946703,1,1,0,11.5573,0.0766408
-11.2879,0.972953,0.946703,1,1,0,11.5723,0.0685701
-11.6136,0.978002,0.946703,2,7,0,11.6305,0.724973
-8.87182,1,0.946703,1,1,0,10.9394,0.558609
-8.91403,0.988813,0.946703,1,1,0,9.23378,0.562423
-7.7205,1,0.946703,2,3,0,8.74321,0.279811
-7.73743,0.996334,0.946703,1,1,0,7.75173,0.274766
-7.64111,0.996259,0.946703,1,3,0,7.76718,0.343815
-7.87237,0.833849,0.946703,2,3,0,8.67937,0.245335
-7.64002,0.998637,0.946703,1,3,0,7.87422,0.325088
-8.0305,0.942633,0.946703,2,3,0,8.09029,0.221747
-8.0305,0.797267,0.946703,1,3,0,9.69566,0.221747
-7.94351,0.919347,0.946703,1,3,0,8.81108,0.443981
-7.94351,0.856536,0.946703,1,3,0,8.91457,0.443981
-8.04274,0.973762,0.946703,1,1,0,8.10229,0.46116
-7.76012,1,0.946703,1,1,0,7.97005,0.402464
-7.8355,0.767201,0.946703,2,3,0,9.33311,0.25212
-7.8355,0.646805,0.946703,1,3,0,10.2006,0.25212
-7.86046,0.9432,0.946703,1,3,0,8.34508,0.427353
-8.08457,0.836896,0.946703,1,3,0,8.85636,0.215056
-7.83437,0.978858,0.946703,2,3,0,8.35719,0.252339
-7.74229,1,0.946703,1,1,0,7.82111,0.273405
-7.64088,0.99627,0.946703,1,3,0,7.77195,0.34341
-8.01995,0.931017,0.946703,2,3,0,8.17375,0.457416
-8.01995,0.823021,0.946703,1,1,0,8.5621,0.457416
-9.21629,0.724495,0.946703,1,1,0,9.21715,0.587867
-9.71921,0.878128,0.946703,1,1,0,10.034,0.624501
-8.55602,1,0.946703,2,3,0,9.48544,0.527485
-8.48337,1,0.946703,2,3,0,8.74544,0.519544
-7.88859,0.877685,0.946703,1,3,0,9.33247,0.242547
-7.74029,0.965442,0.946703,1,3,0,8.20979,0.396468
-8.38803,0.769152,0.946703,1,3,0,9.15207,0.18484
-8.48991,0.9946,0.946703,2,3,0,8.60135,0.176605
-8.13046,1,0.946703,1,1,0,8.45064,0.209766
-7.63956,0.989473,0.946703,1,3,0,8.22507,0.340546
-7.64653,0.909801,0.946703,2,3,0,8.23297,0.315894
-7.6457,0.997942,0.946703,1,3,0,7.66499,0.350165
-7.6568,0.913074,0.946703,2,3,0,8.20815,0.307427
-7.64412,0.997653,0.946703,1,3,0,7.67668,0.348289
-7.65023,0.996323,0.946703,1,3,0,7.6692,0.312435
-7.8468,0.967089,0.946703,2,3,0,7.91562,0.249969
-8.14632,0.943524,0.946703,1,1,0,8.14783,0.208011
-8.15755,0.998005,0.946703,1,1,0,8.25594,0.206789
-8.33036,0.970632,0.946703,1,1,0,8.38799,0.189851
-8.12273,1,0.946703,1,1,0,8.33946,0.210634
-7.74352,0.994729,0.946703,1,3,0,8.05291,0.273068
-7.71831,0.941212,0.946703,2,3,0,8.2639,0.389121
-7.88952,0.909773,0.946703,2,3,0,8.28037,0.242391
-7.78167,0.959515,0.946703,1,3,0,8.29201,0.408464
-7.86612,0.927568,0.946703,1,3,0,8.29986,0.24644
-7.68944,0.999293,0.946703,2,7,0,7.82469,0.37777
-7.75575,0.723461,0.946703,2,3,0,9.58055,0.269811
-7.75023,1,0.946703,2,3,0,7.77805,0.271257
-7.65831,0.957032,0.946703,2,3,0,8.08215,0.360998
-7.82093,0.968641,0.946703,1,3,0,7.82552,0.418372
-7.87169,0.868168,0.946703,2,3,0,8.75207,0.245454
-7.64029,0.994123,0.946703,1,3,0,7.92152,0.342235
-8.21024,0.880325,0.946703,2,3,0,8.47771,0.201275
-7.69953,1,0.946703,2,3,0,8.09096,0.382025
-10.6,0.362775,0.946703,2,7,0,13.187,0.084248
-7.67257,1,0.946703,2,3,0,9.96965,0.369614
-8.07748,0.899662,0.946703,2,3,0,8.39791,0.466674
-7.99883,1,0.946703,1,1,0,8.13415,0.453848
-7.63817,0.997871,0.946703,2,3,0,8.01808,0.333665
-7.64052,0.999622,0.946703,2,3,0,7.6411,0.342705
-7.67376,0.949805,0.946703,2,3,0,7.94656,0.297735
-7.6711,0.991065,0.946703,1,3,0,7.75366,0.36882
-7.64949,1,0.946703,1,1,0,7.66594,0.354005
-7.81101,0.949446,0.946703,1,3,0,7.93154,0.257037
-7.75397,1,0.946703,2,3,0,7.81203,0.270273
-7.80846,0.975828,0.946703,2,3,0,8.00837,0.257571
-7.65798,0.942634,0.946703,2,3,0,8.26539,0.360764
-8.61157,0.80773,0.946703,1,3,0,8.71475,0.533335
-7.83893,0.891773,0.946703,1,3,0,9.35931,0.251461
-7.83893,0.866345,0.946703,1,3,0,8.69833,0.251461
-7.77936,0.900451,0.946703,2,3,0,8.8284,0.407842
-7.63866,0.998199,0.946703,2,3,0,7.79213,0.337585
-8.10944,0.880652,0.946703,1,3,0,8.30515,0.212148
-9.45767,0.844802,0.946703,1,3,0,9.51586,0.121921
-8.94968,1,0.946703,2,3,0,9.4766,0.146529
-7.87089,0.97954,0.946703,1,3,0,8.82528,0.245595
-7.69671,0.989833,0.946703,2,3,0,7.9749,0.287958
-7.66421,0.98453,0.946703,2,3,0,7.82658,0.36484
-8.04411,0.910067,0.946703,2,3,0,8.31871,0.461383
-7.99655,0.874344,0.946703,2,3,0,9.00728,0.453455
-8.07253,0.795098,0.946703,2,3,0,9.54434,0.2165
-8.15748,0.984768,0.946703,1,1,0,8.22195,0.206797
-7.92117,1,0.946703,2,3,0,8.12607,0.237249
-7.77484,1,0.946703,1,1,0,7.89613,0.265081
-8.15176,0.965024,0.946703,2,7,0,8.15201,0.477781
-7.7788,0.926479,0.946703,1,3,0,8.63505,0.264146
-7.64079,0.999122,0.946703,1,3,0,7.77243,0.323524
-10.7527,0.478656,0.946703,1,3,0,11.5393,0.684895
-7.64082,0.971701,0.946703,2,3,0,10.9106,0.343284
-7.67916,0.992137,0.946703,1,3,0,7.68178,0.372991
-7.80631,0.967909,0.946703,1,1,0,7.80631,0.414814
-8.39466,0.751348,0.946703,1,3,0,9.32908,0.184281
-7.67916,0.991168,0.946703,1,3,0,8.35818,0.295192
-7.67916,0.78019,0.946703,1,3,0,8.86568,0.295192
-7.67916,0.882718,0.946703,1,3,0,8.31105,0.295192
-7.64296,1,0.946703,2,3,0,7.67085,0.346745
-7.64186,0.998848,0.946703,1,3,0,7.65245,0.321714
-7.66972,0.920482,0.946703,2,3,0,8.15567,0.299775
-7.83705,0.968024,0.946703,2,3,0,7.93783,0.251821
-8.62072,0.887561,0.946703,2,3,0,8.96927,0.167007
-7.91563,0.907376,0.946703,1,3,0,9.69375,0.438676
-8.25245,0.913517,0.946703,1,1,0,8.2757,0.491626
-7.6534,0.980591,0.946703,1,3,0,8.36501,0.309877
-7.66991,0.991032,0.946703,1,3,0,7.71747,0.368164
-7.72386,0.591964,0.946703,2,3,0,10.7524,0.278768
-7.76853,0.996815,0.946703,2,3,0,7.77809,0.266602
-7.68553,1,0.946703,1,1,0,7.75067,0.292405
-8.34102,0.878523,0.946703,1,3,0,8.43539,0.188903
-7.87554,0.979255,0.946703,2,3,0,8.62555,0.244781
-7.65171,0.987521,0.946703,1,3,0,7.97748,0.355965
-8.30459,0.864128,0.946703,1,3,0,8.37744,0.498345
-7.68501,0.96058,0.946703,1,3,0,8.54578,0.292626
-7.72784,0.996857,0.946703,2,3,0,7.73087,0.277559
-7.76129,0.997613,0.946703,2,3,0,7.77363,0.268397
-7.67452,0.968382,0.946703,2,3,0,8.02641,0.370646
-8.0157,0.954668,0.946703,2,3,0,8.01773,0.223677
-8.17054,0.990694,0.946703,2,3,0,8.20982,0.205397
-8.57343,0.934895,0.946703,1,1,0,8.59423,0.170363
-7.63925,0.977084,0.946703,1,3,0,8.77377,0.339685
-7.64495,0.985555,0.946703,2,3,0,7.72794,0.317621
-7.83264,0.821711,0.946703,2,3,0,8.83623,0.252677
-8.30728,0.891712,0.946703,2,3,0,9.02862,0.498684
-7.91105,1,0.946703,2,3,0,8.21851,0.43778
-8.14964,0.979343,0.946703,2,3,0,8.18163,0.477476
-8.42388,0.976182,0.946703,2,3,0,8.50849,0.512772
-7.67571,0.964771,0.946703,1,3,0,8.64151,0.296794
-7.69948,0.994693,0.946703,1,1,0,7.70332,0.286929
-7.76032,0.98683,0.946703,1,1,0,7.76363,0.268641
-7.65374,0.999172,0.946703,1,3,0,7.74105,0.309619
-7.83505,0.965194,0.946703,1,3,0,7.85165,0.252208
-7.72286,1,0.946703,1,1,0,7.81317,0.279075
-8.23568,0.917723,0.946703,1,3,0,8.26853,0.198731
-8.79127,0.914521,0.946703,1,1,0,8.80218,0.155824
-12.2055,0.768225,0.946703,2,3,0,12.7312,0.0527031
-8.32528,0.918131,0.946703,1,3,0,12.5731,0.190306
-8.33272,0.998761,0.946703,1,1,0,8.46306,0.18964
-8.12086,1,0.946703,1,1,0,8.33999,0.210846
-8.12086,0.952333,0.946703,1,1,0,8.38687,0.210846
-8.27516,0.9911,0.946703,2,3,0,8.33117,0.194921
-8.55515,0.818586,0.946703,1,3,0,10.2575,0.527392
-7.9499,1,0.946703,2,7,0,8.42757,0.232869
-7.70553,0.998897,0.946703,2,7,0,7.89275,0.384391
-7.70553,0.382834,0.946703,1,3,0,11.6491,0.384391
-9.10029,0.592185,0.946703,1,3,0,10.313,0.138495
-9.42948,0.960178,0.946703,1,1,0,9.57101,0.123119
-7.76363,0.991489,0.946703,2,7,0,9.0483,0.403474
-7.74954,1,0.946703,1,1,0,7.78506,0.399329
-9.69268,0.446151,0.946703,1,3,0,11.6196,0.112549
-7.68179,0.964055,0.946703,1,3,0,9.93229,0.294016
-7.64695,0.971263,0.946703,2,3,0,7.8858,0.351527
-8.53139,0.76352,0.946703,1,3,0,9.03557,0.173453
-11.4621,0.741081,0.946703,1,3,0,11.8395,0.0651709
-7.65213,0.754093,0.946703,1,3,0,13.3216,0.356315
-7.65213,0.340231,0.946703,2,7,0,12.6624,0.356315
-7.69841,0.981372,0.946703,1,3,0,7.76397,0.287323
-8.42248,0.869825,0.946703,1,3,0,8.52138,0.181972
-8.17593,1,0.946703,1,1,0,8.42602,0.204827
-8.30624,0.992597,0.946703,2,3,0,8.37661,0.192032
-8.14726,0.964222,0.946703,2,3,0,8.89817,0.207908
-8.32202,0.970198,0.946703,1,1,0,8.37765,0.190599
-9.82331,0.87605,0.946703,2,7,0,9.83602,0.631381
-8.35074,1,0.946703,1,1,0,9.45215,0.504071
-8.81706,0.960628,0.946703,2,3,0,8.92404,0.553552
-7.90756,1,0.946703,2,3,0,8.57246,0.437092
-8.28867,0.90272,0.946703,1,1,0,8.30682,0.496322
-8.07571,1,0.946703,1,1,0,8.30631,0.4664
-7.64225,1,0.946703,2,3,0,8.05607,0.321117
-7.74884,0.977489,0.946703,1,3,0,7.7639,0.271627
-7.71539,0.988045,0.946703,2,3,0,7.88135,0.281442
-7.68888,1,0.946703,1,1,0,7.71545,0.291021
-7.71682,0.997946,0.946703,2,3,0,7.72252,0.280979
-8.76873,0.813624,0.946703,1,3,0,8.94674,0.157226
-7.75635,0.989554,0.946703,2,7,0,8.5335,0.401363
-10.9369,0.569844,0.946703,2,7,0,10.9412,0.0760807
-10.9023,1,0.946703,1,1,0,11.3467,0.0768723
-7.96293,0.977234,0.946703,2,7,0,10.2735,0.447536
-7.96293,0.863631,0.946703,1,3,0,8.9213,0.447536
-8.6299,0.686029,0.946703,1,3,0,10.1284,0.16637
-7.63866,0.98249,0.946703,2,3,0,8.78268,0.329063
-7.97212,0.949411,0.946703,2,3,0,8.05403,0.449183
