# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = bernoulli_2.data.R
# init = 2 (Default)
# random
#   seed = 2961180733
# output
#   file = bernoulli_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.68501,0.955225,0.946715,2,3,0,8.42398,0.375775
-7.6618,1,0.946715,1,1,0,7.68128,0.363329
-7.82701,0.96764,0.946715,1,3,0,7.82962,0.41981
-7.76575,0.944684,0.946715,2,3,0,8.22345,0.404078
-7.67403,1,0.946715,1,1,0,7.7419,0.370387
-8.4433,0.810158,0.946715,2,3,0,9.01738,0.515011
-7.95399,1,0.946715,1,1,0,8.32944,0.445912
-8.51701,0.854991,0.946715,1,1,0,8.53451,0.523264
-8.10209,0.811424,0.946715,2,3,0,10.0186,0.47045
-8.26609,0.818055,0.946715,1,3,0,9.57398,0.195783
-8.0832,1,0.946715,1,1,0,8.28021,0.215219
-8.21977,0.975144,0.946715,1,1,0,8.27713,0.200313
-7.66115,0.972023,0.946715,1,3,0,8.42722,0.362903
-7.65198,0.995424,0.946715,1,3,0,7.69683,0.310983
-8.11065,0.88403,0.946715,1,3,0,8.29744,0.471742
-7.76319,1,0.946715,2,3,0,8.01703,0.403348
-8.51762,0.894214,0.946715,2,3,0,8.51763,0.174487
-8.41452,1,0.946715,1,1,0,8.62113,0.182627
-9.02427,0.896603,0.946715,2,3,0,9.86733,0.14246
-8.77585,1,0.946715,1,1,0,9.12118,0.156781
-7.90021,0.983772,0.946715,1,3,0,8.63581,0.240613
-7.80884,1,0.946715,2,3,0,7.89943,0.257492
-8.36287,0.835575,0.946715,1,3,0,9.01373,0.505546
-8.8486,0.95786,0.946715,2,3,0,8.96464,0.55648
-9.11633,0.929217,0.946715,1,1,0,9.39521,0.579787
-8.17686,1,0.946715,1,1,0,8.88698,0.481351
-7.64596,0.990235,0.946715,1,3,0,8.22654,0.316494
-7.8007,0.9572,0.946715,1,3,0,7.87871,0.413411
-8.20567,0.96349,0.946715,2,3,0,8.20883,0.485348
-7.69318,1,0.946715,1,3,0,8.07946,0.379389
-7.66408,1,0.946715,1,1,0,7.68777,0.364757
-7.66408,0.701256,0.946715,1,3,0,9.10993,0.364757
-8.35194,0.899751,0.946715,2,3,0,8.37188,0.187943
-7.64604,0.997691,0.946715,1,3,0,8.36318,0.316411
-8.13735,0.879256,0.946715,1,3,0,8.30636,0.475693
-8.38522,0.711798,0.946715,1,3,0,9.87544,0.185077
-8.34942,1,0.946715,1,1,0,8.50899,0.188164
-8.7762,0.93356,0.946715,1,1,0,8.81688,0.156759
-7.67262,1,0.946715,2,3,0,8.70847,0.298301
-8.47926,0.885704,0.946715,2,3,0,8.65524,0.177432
-8.54171,0.820044,0.946715,1,3,0,10.498,0.525947
-8.54171,0.739993,0.946715,1,1,0,9.42829,0.525947
-8.44837,1,0.946715,1,1,0,8.71879,0.515591
-7.81174,1,0.946715,2,3,0,8.27279,0.416152
-7.81433,0.999295,0.946715,1,1,0,7.85973,0.416785
-7.8301,0.941957,0.946715,2,3,0,8.26104,0.253173
-7.8339,0.998898,0.946715,2,7,0,7.83398,0.421413
-7.99078,0.768474,0.946715,2,3,0,9.39563,0.227034
-7.63824,0.997352,0.946715,1,3,0,8.01281,0.331689
-7.65159,0.944964,0.946715,2,3,0,7.97184,0.3113
-7.67333,0.99286,0.946715,2,3,0,7.71077,0.297948
-8.13198,0.877897,0.946715,1,3,0,8.3921,0.474907
-8.35483,0.722515,0.946715,1,3,0,9.80418,0.187691
-8.01261,1,0.946715,1,1,0,8.30565,0.224087
-7.64726,0.985488,0.946715,1,3,0,8.11401,0.351841
-8.0537,0.911494,0.946715,1,3,0,8.09376,0.462925
-7.64338,1,0.946715,2,3,0,8.04205,0.319541
-7.7063,0.987313,0.946715,1,3,0,7.7107,0.284492
-7.85109,0.968468,0.946715,1,1,0,7.85117,0.249169
-11.4165,0.438922,0.946715,1,3,0,12.6247,0.0660403
-7.85711,0.964729,0.946715,2,7,0,10.607,0.426623
-8.05727,0.870495,0.946715,1,3,0,8.75817,0.218368
-7.65146,0.981837,0.946715,1,3,0,8.18632,0.355752
-7.639,0.999306,0.946715,2,3,0,7.65625,0.338881
-7.70763,0.984199,0.946715,1,3,0,7.71729,0.385198
-7.7005,1,0.946715,1,1,0,7.72031,0.382415
-8.08341,0.864126,0.946715,1,3,0,8.49026,0.215194
-8.1349,0.990423,0.946715,1,1,0,8.21341,0.209271
-8.26504,0.976744,0.946715,1,1,0,8.33257,0.195882
-7.63817,0.991253,0.946715,1,3,0,8.33356,0.333634
-9.24848,0.676625,0.946715,1,3,0,9.56146,0.590405
-7.97194,1,0.946715,1,1,0,8.89351,0.449151
-7.67148,1,0.946715,1,3,0,7.8994,0.369027
-7.78755,0.953978,0.946715,1,3,0,7.94216,0.262133
-7.92144,0.933136,0.946715,1,3,0,8.33488,0.439801
-9.08658,0.56935,0.946715,1,3,0,10.8498,0.139197
-9.69882,0.975596,0.946715,2,3,0,9.78182,0.112318
-9.12879,1,0.946715,1,1,0,9.72412,0.137052
-7.75186,1,0.946715,2,3,0,8.803,0.400028
-7.75186,0.774178,0.946715,1,3,0,8.65433,0.400028
-7.65401,0.988616,0.946715,2,3,0,7.83182,0.357833
-7.65613,0.993839,0.946715,2,7,0,7.69417,0.307891
-7.73129,0.974438,0.946715,1,3,0,7.81056,0.393562
-7.87564,0.987267,0.946715,2,3,0,7.88121,0.430591
-7.87564,0.54701,0.946715,2,7,0,10.3652,0.430591
-8.34072,0.959707,0.946715,2,3,0,8.35113,0.502845
-7.88852,1,0.946715,1,1,0,8.2285,0.433263
-8.09748,0.833191,0.946715,1,3,0,8.88806,0.213535
-7.64531,0.98442,0.946715,1,3,0,8.20698,0.349726
-7.70979,0.991958,0.946715,2,3,0,7.7113,0.283298
-7.6615,0.990967,0.946715,1,3,0,7.78213,0.363136
-7.6615,0.917627,0.946715,1,3,0,8.04608,0.363136
-7.67258,0.989395,0.946715,2,3,0,7.73985,0.369623
-7.76875,0.959669,0.946715,1,3,0,7.91413,0.266549
-7.67357,0.991709,0.946715,2,3,0,7.84646,0.297828
-7.63823,0.806767,0.946715,2,3,0,9.11593,0.33189
-7.68154,0.989073,0.946715,1,3,0,7.69339,0.374145
-7.66981,0.988986,0.946715,2,3,0,7.76864,0.368108
-8.02685,0.950968,0.946715,2,3,0,8.03285,0.222219
-8.02685,0.503789,0.946715,2,3,0,12.5102,0.222219
-7.84523,0.942117,0.946715,1,3,0,8.58775,0.423992
-7.66541,0.982833,0.946715,1,3,0,7.95079,0.302106
-7.77597,0.981677,0.946715,1,3,0,7.77723,0.264813
-7.6428,1,0.946715,2,3,0,7.75193,0.346508
-8.26394,0.863911,0.946715,1,3,0,8.34769,0.49313
-7.66647,1,0.946715,1,3,0,8.14094,0.366193
-7.64508,0.996797,0.946715,1,3,0,7.68925,0.317466
-7.64173,0.872405,0.946715,2,3,0,8.52756,0.321916
-7.81428,0.971049,0.946715,2,3,0,7.86424,0.256359
-7.64254,0.90543,0.946715,2,3,0,8.52699,0.346131
-7.64807,0.972437,0.946715,2,3,0,7.81204,0.314374
-8.63096,0.778564,0.946715,1,3,0,8.92728,0.535335
-9.41626,0.806263,0.946715,1,1,0,9.55888,0.603174
-8.22071,1,0.946715,2,7,0,9.16414,0.20022
-8.62663,0.977875,0.946715,2,3,0,8.65589,0.166596
-7.7729,0.928185,0.946715,1,3,0,9.30156,0.40608
-7.64122,1,0.946715,2,3,0,7.76098,0.322766
-7.71852,0.983348,0.946715,1,3,0,7.72777,0.280435
-8.0595,0.895162,0.946715,1,3,0,8.40284,0.463849
-7.78914,1,0.946715,2,3,0,7.9929,0.410442
-7.94815,0.73949,0.946715,2,3,0,9.51941,0.233128
-8.00003,0.989799,0.946715,1,1,0,8.05307,0.225772
-7.88937,1,0.946715,1,1,0,8.00702,0.242416
-7.6385,0.999479,0.946715,1,3,0,7.89647,0.329846
-7.65014,0.997802,0.946715,2,3,0,7.6549,0.312511
-10.1981,0.528795,0.946715,2,3,0,11.3551,0.0954831
-10.2939,0.973711,0.946715,2,7,0,10.3298,0.660078
-11.8945,0.684976,0.946715,1,1,0,12.2811,0.736559
-12.0732,1,0.946715,2,7,0,12.0845,0.0547064
-10.9372,1,0.946715,1,1,0,12.092,0.0760743
-12.1223,0.973698,0.946715,2,3,0,12.2111,0.0539522
-10.4295,1,0.946715,2,3,0,12.0019,0.0887967
-10.1339,1,0.946715,1,1,0,10.6662,0.0974507
-8.82028,1,0.946715,1,1,0,9.96477,0.154049
-8.25225,1,0.946715,2,3,0,8.74064,0.197112
-8.25225,0.934417,0.946715,1,1,0,8.6229,0.197112
-8.09442,1,0.946715,1,1,0,8.27795,0.213892
-9.41848,0.843377,0.946715,1,3,0,9.46615,0.123591
-9.7712,0.960082,0.946715,1,1,0,9.94943,0.109642
-10.7812,0.905987,0.946715,1,1,0,10.8434,0.079728
-7.66667,0.870857,0.946715,1,3,0,11.4407,0.301407
-7.65934,1,0.946715,1,1,0,7.66841,0.305744
-7.70365,0.989688,0.946715,1,1,0,7.70377,0.285424
-7.8334,0.971596,0.946715,1,1,0,7.83363,0.252529
-7.64456,0.999333,0.946715,1,3,0,7.81528,0.318072
-7.64152,0.998938,0.946715,1,3,0,7.65349,0.344529
-7.64489,0.988887,0.946715,2,3,0,7.70877,0.317685
-8.81119,0.835859,0.946715,2,3,0,8.93388,0.154602
-7.69322,0.940107,0.946715,1,3,0,9.32896,0.379405
-7.72005,0.97449,0.946715,1,3,0,7.86918,0.279952
-10.1384,0.734369,0.946715,2,3,0,10.5533,0.650996
-8.47872,1,0.946715,1,1,0,9.72171,0.519023
-9.27544,0.802581,0.946715,1,1,0,9.38146,0.592508
-9.75087,0.881178,0.946715,1,1,0,10.1029,0.626616
-8.58822,1,0.946715,1,1,0,9.52529,0.530897
-9.5744,0.763358,0.946715,1,1,0,9.68401,0.614563
-8.23409,1,0.946715,2,3,0,9.22251,0.489192
-7.80498,1,0.946715,2,3,0,8.11889,0.414486
-7.97717,0.953968,0.946715,1,1,0,7.99517,0.450078
-11.0216,0.57021,0.946715,2,7,0,11.0553,0.0741803
-9.78345,1,0.946715,1,1,0,10.9348,0.109197
-7.6551,0.944357,0.946715,1,3,0,10.0928,0.308621
-7.93203,0.95263,0.946715,2,3,0,8.03248,0.235564
-7.68711,0.974222,0.946715,1,3,0,8.13355,0.376729
-8.58538,0.774268,0.946715,2,3,0,9.28892,0.530599
-7.6464,0.992222,0.946715,1,3,0,8.6298,0.316036
-7.70224,0.982264,0.946715,1,3,0,7.74789,0.383105
-7.80331,0.94863,0.946715,1,3,0,8.02856,0.258664
-7.76832,0.967269,0.946715,1,3,0,8.1143,0.404801
-7.63881,0.998492,0.946715,1,3,0,7.7752,0.328466
-8.75024,0.819575,0.946715,2,3,0,9.13512,0.547204
-8.22296,1,0.946715,1,1,0,8.68013,0.487698
-7.70352,0.957107,0.946715,1,3,0,8.48149,0.285467
-8.37617,0.82619,0.946715,1,3,0,8.79354,0.507147
-9.20536,0.931602,0.946715,2,3,0,9.28524,0.586998
-8.43452,1,0.946715,1,1,0,9.091,0.514002
-7.77688,0.923512,0.946715,1,3,0,8.9244,0.264598
-7.74046,1,0.946715,1,1,0,7.78402,0.273915
-7.87007,0.972327,0.946715,1,1,0,7.87331,0.24574
-7.75673,0.981884,0.946715,2,3,0,8.07413,0.269557
-7.67367,0.991772,0.946715,2,3,0,7.83429,0.29778
-11.3664,0.547112,0.946715,2,3,0,11.4475,0.0670132
-8.17476,0.96624,0.946715,2,7,0,10.6944,0.481056
-8.17476,0.778359,0.946715,1,3,0,9.75954,0.481056
-7.76605,1,0.946715,1,1,0,8.06337,0.404163
-7.72587,1,0.946715,1,1,0,7.77052,0.391746
-7.83893,0.925042,0.946715,2,3,0,8.18942,0.251461
-9.18812,0.890957,0.946715,2,3,0,9.25192,0.585621
-7.65244,0.991167,0.946715,1,3,0,9.2541,0.31062
-8.45901,0.884765,0.946715,2,3,0,8.59472,0.179025
-12.3247,0.653103,0.946715,1,3,0,13.1209,0.0509685
-13.7299,0.844207,0.946715,2,7,0,15.6162,0.798907
-7.97441,1,0.946715,2,3,0,12.9759,0.229319
-7.66879,0.977671,0.946715,1,3,0,8.14068,0.367537
-7.68327,0.996232,0.946715,1,1,0,7.6883,0.374965
-7.64029,0.998033,0.946715,1,3,0,7.6953,0.324504
-7.80754,0.9752,0.946715,2,3,0,7.84014,0.415121
-8.10604,0.921289,0.946715,1,1,0,8.11482,0.471047
-9.22556,0.73247,0.946715,1,1,0,9.23803,0.588601
-7.63823,0.971424,0.946715,2,3,0,9.41936,0.334872
-7.68217,0.988683,0.946715,1,3,0,7.69622,0.293846
-7.68245,0.999936,0.946715,1,1,0,7.69283,0.293725
-7.68245,0.722533,0.946715,1,3,0,9.14852,0.293725
-7.65699,1,0.946715,1,1,0,7.67722,0.307301
-7.65346,0.996134,0.946715,1,3,0,7.69331,0.357397
-7.69129,0.985441,0.946715,2,3,0,7.75631,0.378577
-7.7027,0.97975,0.946715,1,3,0,7.83517,0.28576
-7.67222,1,0.946715,1,1,0,7.69833,0.298497
-7.80769,0.954719,0.946715,1,3,0,7.9529,0.415158
-8.18467,0.967172,0.946715,2,3,0,8.18964,0.482445
-8.03925,1,0.946715,1,1,0,8.22513,0.460595
-7.89441,1,0.946715,1,1,0,8.04213,0.434461
-7.75971,1,0.946715,1,1,0,7.86972,0.402345
-8.89168,0.788054,0.946715,1,3,0,8.91472,0.560413
-9.45923,0.857079,0.946715,1,1,0,9.69722,0.606328
-8.07239,1,0.946715,1,1,0,9.07634,0.465881
-8.07239,0.700272,0.946715,1,1,0,9.0023,0.465881
-7.71181,1,0.946715,2,3,0,7.99195,0.282617
-8.42982,0.81562,0.946715,1,3,0,8.88572,0.51346
-8.46312,0.99075,0.946715,1,1,0,8.67345,0.517267
-8.10871,1,0.946715,1,1,0,8.43377,0.47145
-7.68394,1,0.946715,1,3,0,8.00499,0.375279
-8.02728,0.932811,0.946715,1,3,0,8.03274,0.458633
-11.023,0.577858,0.946715,2,7,0,11.0676,0.0741508
-10.711,1,0.946715,1,1,0,11.304,0.0814439
-9.62394,1,0.946715,2,3,0,10.6436,0.115182
-9.40587,1,0.946715,2,3,0,9.81573,0.124136
-10.6546,0.874998,0.946715,2,3,0,11.8685,0.082854
-10.1369,1,0.946715,1,1,0,10.8034,0.0973577
-11.9444,0.859593,0.946715,1,1,0,11.946,0.0567403
-10.3748,1,0.946715,2,3,0,11.8386,0.0903214
-7.77405,0.948357,0.946715,1,3,0,10.5693,0.265268
-7.67875,0.990935,0.946715,2,3,0,7.86064,0.295378
-8.50642,0.88295,0.946715,2,3,0,8.69346,0.175337
-9.54428,0.953264,0.946715,2,3,0,9.54485,0.118343
-7.92948,0.884278,0.946715,1,3,0,11.0761,0.441341
-7.63932,1,0.946715,2,3,0,7.93306,0.32683
-7.64126,0.961133,0.946715,2,3,0,7.87795,0.3227
-7.69994,0.992409,0.946715,2,3,0,7.70547,0.382187
-8.65718,0.859387,0.946715,2,3,0,8.66633,0.1645
-8.73747,0.987899,0.946715,1,1,0,8.90205,0.159207
-8.42521,0.958036,0.946715,2,3,0,9.55071,0.181749
-7.72893,0.94422,0.946715,1,3,0,8.90501,0.39278
-7.6943,0.980233,0.946715,1,3,0,7.87395,0.288877
-7.63949,0.931603,0.946715,2,3,0,8.15803,0.340357
-7.6405,0.999408,0.946715,2,3,0,7.64423,0.342675
-7.6405,0.638266,0.946715,2,3,0,9.71455,0.342675
-7.88737,0.933256,0.946715,1,3,0,7.99548,0.242754
-7.74955,0.964096,0.946715,1,3,0,8.20403,0.399331
-7.86521,0.920587,0.946715,2,3,0,8.27952,0.428376
-8.03974,0.738891,0.946715,2,3,0,9.65089,0.220565
-7.66992,0.997013,0.946715,1,3,0,7.99056,0.299673
-7.80874,0.987704,0.946715,2,3,0,7.81017,0.415417
-7.64177,0.995327,0.946715,1,3,0,7.83357,0.321848
-8.37442,0.651684,0.946715,2,3,0,10.0351,0.185998
-7.94842,1,0.946715,2,3,0,8.29662,0.233088
-7.79437,1,0.946715,1,1,0,7.92393,0.260609
-7.64559,0.9147,0.946715,2,3,0,8.42901,0.350049
-9.33532,0.669974,0.946715,1,3,0,9.57517,0.597108
-7.96858,0.854298,0.946715,2,3,0,10.7226,0.44855
-8.46312,0.745977,0.946715,1,3,0,9.73403,0.1787
-8.12155,1,0.946715,1,1,0,8.42928,0.210767
-7.80372,1,0.946715,1,1,0,8.05656,0.258576
-8.0513,0.942722,0.946715,2,3,0,8.36513,0.219109
-8.02705,0.920753,0.946715,2,3,0,8.94045,0.458595
-7.81245,1,0.946715,1,1,0,7.98387,0.416327
-7.81245,0.859336,0.946715,1,1,0,8.21152,0.416327
-7.73637,1,0.946715,1,1,0,7.80485,0.395219
-7.64569,0.992961,0.946715,2,3,0,7.78425,0.350154
-7.69166,0.98405,0.946715,1,3,0,7.73535,0.289905
-8.01563,0.944497,0.946715,1,3,0,8.02998,0.223686
-8.75713,0.938185,0.946715,2,7,0,8.76141,0.547868
-10.4731,0.631909,0.946715,1,1,0,10.5479,0.670103
-7.65664,1,0.946715,1,3,0,10.0813,0.359813
-7.7233,0.823566,0.946715,2,3,0,8.78431,0.278939
-7.7233,0.78405,0.946715,1,3,0,8.86708,0.278939
-7.7233,0.74093,0.946715,1,3,0,9.19828,0.278939
-7.76934,0.989832,0.946715,1,1,0,7.77935,0.266404
-8.14303,0.945121,0.946715,1,3,0,8.14546,0.208372
-8.16863,0.998439,0.946715,2,3,0,8.26547,0.205601
-7.90564,1,0.946715,1,1,0,8.12764,0.239727
-8.06743,0.968499,0.946715,1,1,0,8.0906,0.217119
-8.37749,0.945321,0.946715,1,1,0,8.40176,0.185735
-7.71344,1,0.946715,2,3,0,8.21934,0.387366
-7.82808,0.93756,0.946715,2,3,0,8.13178,0.420062
-9.03582,0.588892,0.946715,1,3,0,10.5144,0.141847
-8.27474,1,0.946715,1,1,0,8.91604,0.194961
-8.93825,0.897977,0.946715,1,1,0,8.94624,0.147169
-7.80004,0.981969,0.946715,1,3,0,8.82312,0.259368
-7.75358,0.962196,0.946715,2,3,0,8.15662,0.400543
-7.65183,0.989395,0.946715,2,3,0,7.8273,0.356065
-7.69313,0.983288,0.946715,1,3,0,7.7511,0.289327
-7.63838,0.925104,0.946715,2,3,0,8.20102,0.336155
-7.66459,0.853466,0.946715,2,3,0,8.60172,0.302576
-7.81867,0.984872,0.946715,2,3,0,7.82246,0.41783
-7.91641,0.901349,0.946715,1,3,0,8.43059,0.238
-7.75479,0.968804,0.946715,2,3,0,8.26301,0.400901
-7.64394,1,0.946715,1,3,0,7.73383,0.348058
-7.67619,0.988672,0.946715,1,3,0,7.708,0.296566
-7.68264,0.998501,0.946715,1,1,0,7.69012,0.29364
-7.66633,1,0.946715,1,1,0,7.68227,0.301598
-7.6508,1,0.946715,1,1,0,7.66329,0.311952
-7.64114,0.998697,0.946715,1,3,0,7.66092,0.343882
-7.67296,0.989895,0.946715,1,3,0,7.69618,0.298127
-7.66757,0.991372,0.946715,2,3,0,7.75006,0.366837
-7.79078,0.652641,0.946715,2,3,0,10.0527,0.261405
-7.75967,1,0.946715,1,1,0,7.80424,0.268806
-7.94204,0.987322,0.946715,2,3,0,7.94387,0.234043
-8.84652,0.75969,0.946715,1,3,0,9.96647,0.556289
-9.03879,0.482413,0.946715,1,3,0,12.4713,0.141689
-7.8783,0.984886,0.946715,2,7,0,8.76587,0.431149
-7.71095,0.960759,0.946715,2,3,0,8.1739,0.386446
-7.6382,0.999757,0.946715,1,3,0,7.71116,0.332329
-7.66836,0.992613,0.946715,1,3,0,7.67569,0.300492
-7.64733,0.996358,0.946715,1,3,0,7.69723,0.351916
-8.46391,0.826463,0.946715,1,3,0,8.56089,0.517357
-9.11654,0.834735,0.946715,1,1,0,9.23602,0.579805
-7.63837,1,0.946715,1,3,0,9.03857,0.330597
-7.77083,0.967885,0.946715,1,3,0,7.80473,0.266043
-8.32079,0.908266,0.946715,2,3,0,8.62093,0.19071
-7.82706,0.99189,0.946715,1,3,0,8.22522,0.253775
-8.94684,0.851044,0.946715,2,3,0,9.31154,0.146687
-7.88841,0.986142,0.946715,2,7,0,8.69997,0.43324
-7.71407,0.970423,0.946715,2,3,0,8.12238,0.281872
-7.66959,0.92964,0.946715,2,3,0,8.25769,0.367985
-7.72612,0.985275,0.946715,1,1,0,7.72728,0.39183
-8.12545,0.856679,0.946715,2,3,0,8.68419,0.473945
-7.64973,1,0.946715,2,3,0,8.09501,0.312867
-7.65742,0.998162,0.946715,1,1,0,7.65875,0.307009
-8.38965,0.895036,0.946715,2,3,0,8.53357,0.184703
-10.2172,0.810999,0.946715,1,3,0,10.2929,0.0949072
-7.75974,0.953447,0.946715,1,3,0,10.3854,0.268789
-7.6858,1,0.946715,1,1,0,7.74399,0.292293
-7.6858,0.899958,0.946715,1,3,0,8.16079,0.292293
-7.79681,0.975241,0.946715,1,1,0,7.79682,0.260071
-7.67613,0.800265,0.946715,2,3,0,9.50868,0.371473
-7.70833,0.966902,0.946715,2,3,0,7.88538,0.283791
-7.72307,0.833159,0.946715,2,3,0,8.96642,0.279012
-7.69587,0.970144,0.946715,2,3,0,7.98886,0.380522
-8.21613,0.927758,0.946715,2,3,0,8.21965,0.20068
-7.7982,0.993565,0.946715,1,3,0,8.13282,0.259768
-7.92803,0.991059,0.946715,2,3,0,7.93904,0.23618
-8.15331,0.957185,0.946715,1,1,0,8.17074,0.207248
-7.9958,1,0.946715,1,1,0,8.16178,0.226347
-8.37689,0.919861,0.946715,2,3,0,8.9035,0.185787
-7.92272,1,0.946715,2,3,0,8.29093,0.237006
-8.96452,0.866123,0.946715,1,3,0,9.0081,0.145705
-7.79788,0.981593,0.946715,1,3,0,8.85191,0.259838
-7.6498,0.999232,0.946715,1,3,0,7.7752,0.312804
-7.98028,0.913796,0.946715,1,3,0,8.12359,0.450627
-7.6513,1,0.946715,1,3,0,7.91843,0.355616
-7.97395,0.931004,0.946715,1,3,0,7.99738,0.449507
-7.63875,0.999513,0.946715,1,3,0,7.9481,0.337963
-7.63879,0.998754,0.946715,2,3,0,7.64665,0.328539
-7.63879,0.734946,0.946715,1,3,0,8.90746,0.328539
-8.34793,0.838455,0.946715,1,3,0,8.51131,0.503728
